pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_pubdate
Kepler-251 e,Kepler-251,1,4,Transit,2014,Kepler,99.64127656,0.00000533,-0.00000533,0,2016-07
Kepler-251 e,Kepler-251,1,4,Transit,2014,Kepler,99.63680000,0.00200000,-0.00200000,0,2014-01-08
Kepler-251 e,Kepler-251,1,4,Transit,2014,Kepler,99.64096530,0.00057320,-0.00057320,0,2014-12-18
Kepler-251 e,Kepler-251,1,4,Transit,2014,Kepler,99.64016100,0.00107400,-0.00107400,0,2014-03
Kepler-251 e,Kepler-251,1,4,Transit,2014,Kepler,99.64159620,0.00066370,-0.00066370,0,2017-08-31 00:00
Kepler-251 e,Kepler-251,1,4,Transit,2014,Kepler,,,,,2018-10
Kepler-251 e,Kepler-251,1,4,Transit,2014,Kepler,99.64159620,0.00066370,-0.00066370,0,2018-08-16
Kepler-251 e,Kepler-251,1,4,Transit,2014,Kepler,99.64096530,0.00057320,-0.00057320,0,2015-09-24
Kepler-251 e,Kepler-251,1,4,Transit,2014,Kepler,99.64096530,0.00057320,-0.00057320,0,2014-12-04
Kepler-252 b,Kepler-252,1,2,Transit,2014,Kepler,6.66833415,0.00002241,-0.00002241,0,2019-03
Kepler-252 b,Kepler-252,1,2,Transit,2014,Kepler,6.66834872,0.00001898,-0.00001898,0,2014-12-18
Kepler-252 b,Kepler-252,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-252 b,Kepler-252,1,2,Transit,2014,Kepler,6.66834872,0.00001898,-0.00001898,0,2016-05
Kepler-252 b,Kepler-252,1,2,Transit,2014,Kepler,6.66839100,0.00003100,-0.00003100,0,2014-03
Kepler-252 b,Kepler-252,1,2,Transit,2014,Kepler,6.66839100,0.00005600,-0.00005600,0,2014-01-08
Kepler-252 b,Kepler-252,1,2,Transit,2014,Kepler,6.66834872,0.00001898,-0.00001898,0,2014-12-04
Kepler-252 b,Kepler-252,1,2,Transit,2014,Kepler,6.66836145,0.00000441,-0.00000441,0,2016-07
Kepler-252 b,Kepler-252,1,2,Transit,2014,Kepler,6.66833241,0.00003449,-0.00003449,0,2017-08-31 00:00
Kepler-252 b,Kepler-252,1,2,Transit,2014,Kepler,6.66834872,0.00001898,-0.00001898,0,2015-09-24
Kepler-252 b,Kepler-252,1,2,Transit,2014,Kepler,6.66833241,0.00003449,-0.00003449,0,2018-08-16
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,10.84846973,0.00027000,-0.00027000,0,2012-05
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,10.84845180,0.00001631,-0.00001631,0,2018-08-16
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,10.84844792,0.00001020,-0.00001020,0,2014-12-04
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,10.84844155,0.00000091,-0.00000091,0,2016-07
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,10.84844792,0.00001020,-0.00001020,0,2015-09-24
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,10.84845974,0.00000703,-0.00000703,0,2019-03
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,10.84846300,0.00001500,-0.00001500,0,2014-03
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,10.84845180,0.00001631,-0.00001631,0,2017-08-31 00:00
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,10.84844792,0.00001020,-0.00001020,0,2016-05
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,10.84844792,0.00001020,-0.00001020,0,2014-12-18
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,10.84850700,0.00003100,-0.00003100,0,2014-01-08
Kepler-253 b,Kepler-253,1,3,Transit,2014,Kepler,,,,,2018-10
Kepler-253 b,Kepler-253,1,3,Transit,2014,Kepler,3.78403393,0.00001122,-0.00001122,0,2014-12-18
Kepler-253 b,Kepler-253,1,3,Transit,2014,Kepler,3.78403393,0.00001122,-0.00001122,0,2014-12-04
Kepler-253 b,Kepler-253,1,3,Transit,2014,Kepler,3.78398600,0.00001700,-0.00001700,0,2014-03
Kepler-253 b,Kepler-253,1,3,Transit,2014,Kepler,3.78403393,0.00001122,-0.00001122,0,2015-09-24
Kepler-253 b,Kepler-253,1,3,Transit,2014,Kepler,3.78403393,0.00001122,-0.00001122,0,2016-05
Kepler-253 b,Kepler-253,1,3,Transit,2014,Kepler,3.78402867,0.00001076,-0.00001076,0,2017-08-31 00:00
Kepler-253 b,Kepler-253,1,3,Transit,2014,Kepler,3.78402353,0.00001602,-0.00001602,0,2019-03
Kepler-253 b,Kepler-253,1,3,Transit,2014,Kepler,3.78406400,0.00003800,-0.00003800,0,2014-01-08
Kepler-253 b,Kepler-253,1,3,Transit,2014,Kepler,3.78402867,0.00001076,-0.00001076,0,2018-08-16
Kepler-253 c,Kepler-253,1,3,Transit,2014,Kepler,10.28193397,0.00000200,-0.00000200,0,2016-07
Kepler-253 c,Kepler-253,1,3,Transit,2014,Kepler,10.28192877,0.00001849,-0.00001849,0,2014-12-04
Kepler-253 c,Kepler-253,1,3,Transit,2014,Kepler,10.28194593,0.00001884,-0.00001884,0,2017-08-31 00:00
Kepler-253 c,Kepler-253,1,3,Transit,2014,Kepler,10.28192877,0.00001849,-0.00001849,0,2014-12-18
Kepler-253 c,Kepler-253,1,3,Transit,2014,Kepler,10.28195100,0.00003200,-0.00003200,0,2014-03
Kepler-253 c,Kepler-253,1,3,Transit,2014,Kepler,10.28194593,0.00001884,-0.00001884,0,2018-08-16
Kepler-253 c,Kepler-253,1,3,Transit,2014,Kepler,10.28192877,0.00001849,-0.00001849,0,2016-05
Kepler-253 c,Kepler-253,1,3,Transit,2014,Kepler,,,,,2018-10
Kepler-253 c,Kepler-253,1,3,Transit,2014,Kepler,10.28192500,0.00006800,-0.00006800,0,2014-01-08
Kepler-253 c,Kepler-253,1,3,Transit,2014,Kepler,10.28203415,0.00001438,-0.00001438,0,2019-03
Kepler-253 c,Kepler-253,1,3,Transit,2014,Kepler,10.28192877,0.00001849,-0.00001849,0,2015-09-24
Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,18.11978000,0.00013000,-0.00013000,0,2014-01-08
Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,18.11986900,0.00006600,-0.00006600,0,2014-03
Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,18.11990868,0.00003809,-0.00003809,0,2019-03
Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,18.11993039,0.00003701,-0.00003701,0,2018-08-16
Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,18.11989364,0.00003685,-0.00003685,0,2016-05
Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,18.11989364,0.00003685,-0.00003685,0,2015-09-24
Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,18.11989364,0.00003685,-0.00003685,0,2014-12-04
Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,18.11989364,0.00003685,-0.00003685,0,2014-12-18
Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,18.11989941,0.00000309,-0.00000309,0,2016-07
Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,,,,,2018-10
Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,18.11993039,0.00003701,-0.00003701,0,2017-08-31 00:00
Kepler-254 b,Kepler-254,1,3,Transit,2014,Kepler,5.82665919,0.00000637,-0.00000637,0,2016-05
Kepler-254 b,Kepler-254,1,3,Transit,2014,Kepler,5.82665582,0.00000112,-0.00000112,0,2016-07
Kepler-254 b,Kepler-254,1,3,Transit,2014,Kepler,5.82665900,0.00002400,-0.00002400,0,2014-01-08
Kepler-254 b,Kepler-254,1,3,Transit,2014,Kepler,5.82665919,0.00000637,-0.00000637,0,2015-09-24
Kepler-254 b,Kepler-254,1,3,Transit,2014,Kepler,5.82665751,0.00000643,-0.00000643,0,2018-08-16
Kepler-254 b,Kepler-254,1,3,Transit,2014,Kepler,5.82665751,0.00000643,-0.00000643,0,2017-08-31 00:00
Kepler-254 b,Kepler-254,1,3,Transit,2014,Kepler,5.82665919,0.00000637,-0.00000637,0,2014-12-18
Kepler-254 b,Kepler-254,1,3,Transit,2014,Kepler,5.82666349,0.00000543,-0.00000543,0,2019-03
Kepler-254 b,Kepler-254,1,3,Transit,2014,Kepler,,,,,2018-10
Kepler-254 b,Kepler-254,1,3,Transit,2014,Kepler,5.82665919,0.00000637,-0.00000637,0,2014-12-04
Kepler-254 b,Kepler-254,1,3,Transit,2014,Kepler,5.82666200,0.00001000,-0.00001000,0,2014-03
Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,12.41217869,0.00004996,-0.00004996,0,2016-05
Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,12.41217869,0.00004996,-0.00004996,0,2014-12-04
Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,12.41199824,0.00000783,-0.00000783,0,2016-07
Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,12.41216347,0.00005712,-0.00005712,0,2018-08-16
Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,12.41217869,0.00004996,-0.00004996,0,2015-09-24
Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,12.41211000,0.00019000,-0.00019000,0,2014-01-08
Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,12.41234157,0.00004917,-0.00004917,0,2019-03
Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,12.41200000,,,0,2014-05
Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,12.41218300,0.00008200,-0.00008200,0,2014-03
Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,12.41216347,0.00005712,-0.00005712,0,2017-08-31 00:00
Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,12.41217869,0.00004996,-0.00004996,0,2014-12-18
Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,,,,,2018-10
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,18.74624150,0.00000968,-0.00000968,0,2016-07
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,18.74653971,0.00008187,-0.00008187,0,2016-05
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,18.74600000,,,0,2014-05
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,18.74638647,0.00009240,-0.00009240,0,2019-03
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,18.74656000,0.00030000,-0.00030000,0,2014-01-08
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,18.74649011,0.00008763,-0.00008763,0,2018-08-16
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,,,,,2018-10
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,18.74653971,0.00008187,-0.00008187,0,2015-09-24
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,18.74653971,0.00008187,-0.00008187,0,2014-12-18
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,18.74653971,0.00008187,-0.00008187,0,2014-12-04
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,18.74649011,0.00008763,-0.00008763,0,2017-08-31 00:00
Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,18.74647700,0.00012100,-0.00012100,0,2014-03
Kepler-255 b,Kepler-255,1,3,Transit,2014,Kepler,5.71442000,0.00010000,-0.00010000,0,2014-01-08
Kepler-255 b,Kepler-255,1,3,Transit,2014,Kepler,5.71462004,0.00003425,-0.00003425,0,2014-12-18
Kepler-255 b,Kepler-255,1,3,Transit,2014,Kepler,5.71465729,0.00003543,-0.00003543,0,2019-03
Kepler-255 b,Kepler-255,1,3,Transit,2014,Kepler,5.71462004,0.00003425,-0.00003425,0,2015-09-24
Kepler-255 b,Kepler-255,1,3,Transit,2014,Kepler,5.71462396,0.00003250,-0.00003250,0,2018-08-16
Kepler-255 b,Kepler-255,1,3,Transit,2014,Kepler,5.71462396,0.00003250,-0.00003250,0,2017-08-31 00:00
Kepler-255 b,Kepler-255,1,3,Transit,2014,Kepler,5.71460600,0.00005200,-0.00005200,0,2014-03
Kepler-255 b,Kepler-255,1,3,Transit,2014,Kepler,5.71462004,0.00003425,-0.00003425,0,2016-05
Kepler-255 b,Kepler-255,1,3,Transit,2014,Kepler,,,,,2018-10
Kepler-255 b,Kepler-255,1,3,Transit,2014,Kepler,5.71462004,0.00003425,-0.00003425,0,2014-12-04
Kepler-255 c,Kepler-255,1,3,Transit,2014,Kepler,9.94602357,0.00002070,-0.00002070,0,2018-08-16
Kepler-255 c,Kepler-255,1,3,Transit,2014,Kepler,9.94602357,0.00002070,-0.00002070,0,2017-08-31 00:00
Kepler-255 c,Kepler-255,1,3,Transit,2014,Kepler,9.94604700,0.00003500,-0.00003500,0,2014-03
Kepler-255 c,Kepler-255,1,3,Transit,2014,Kepler,9.94603603,0.00002133,-0.00002133,0,2014-12-18
Kepler-255 c,Kepler-255,1,3,Transit,2014,Kepler,9.94603603,0.00002133,-0.00002133,0,2014-12-04
Kepler-255 c,Kepler-255,1,3,Transit,2014,Kepler,9.94603603,0.00002133,-0.00002133,0,2016-05
Kepler-255 c,Kepler-255,1,3,Transit,2014,Kepler,,,,,2018-10
Kepler-255 c,Kepler-255,1,3,Transit,2014,Kepler,9.94603603,0.00002133,-0.00002133,0,2015-09-24
Kepler-255 c,Kepler-255,1,3,Transit,2014,Kepler,9.94604900,0.00006700,-0.00006700,0,2014-01-08
Kepler-255 c,Kepler-255,1,3,Transit,2014,Kepler,9.94603588,0.00000233,-0.00000233,0,2016-07
Kepler-255 c,Kepler-255,1,3,Transit,2014,Kepler,9.94601180,0.00001885,-0.00001885,0,2019-03
Kepler-255 d,Kepler-255,1,3,Transit,2016,Kepler,1.04562266,0.00000267,-0.00000267,0,2016-05
Kepler-255 d,Kepler-255,1,3,Transit,2016,Kepler,1.04562266,0.00000267,-0.00000267,0,2014-12-04
Kepler-255 d,Kepler-255,1,3,Transit,2016,Kepler,1.04562266,0.00000267,-0.00000267,0,2015-09-24
Kepler-255 d,Kepler-255,1,3,Transit,2016,Kepler,,,,,2018-10
Kepler-255 d,Kepler-255,1,3,Transit,2016,Kepler,1.04560643,0.00000311,-0.00000311,0,2019-03
Kepler-255 d,Kepler-255,1,3,Transit,2016,Kepler,1.04562266,0.00000267,-0.00000267,0,2014-12-18
Kepler-255 d,Kepler-255,1,3,Transit,2016,Kepler,1.04562195,0.00000272,-0.00000272,0,2018-08-16
Kepler-255 d,Kepler-255,1,3,Transit,2016,Kepler,1.04563200,0.00001400,-0.00001400,0,2014-01-08
Kepler-255 d,Kepler-255,1,3,Transit,2016,Kepler,1.04562195,0.00000272,-0.00000272,0,2017-08-31 00:00
Kepler-256 b,Kepler-256,1,4,Transit,2014,Kepler,,,,,2018-10
Kepler-256 b,Kepler-256,1,4,Transit,2014,Kepler,1.62047910,0.00000769,-0.00000769,0,2019-03
Kepler-256 b,Kepler-256,1,4,Transit,2014,Kepler,1.62046765,0.00000592,-0.00000592,0,2017-08-31 00:00
Kepler-256 b,Kepler-256,1,4,Transit,2014,Kepler,1.62049300,0.00000900,-0.00000900,0,2014-03
Kepler-256 b,Kepler-256,1,4,Transit,2014,Kepler,1.62043600,0.00002200,-0.00002200,0,2014-01-08
Kepler-256 b,Kepler-256,1,4,Transit,2014,Kepler,1.62046784,0.00000539,-0.00000539,0,2014-12-18
Kepler-256 b,Kepler-256,1,4,Transit,2014,Kepler,1.62046784,0.00000539,-0.00000539,0,2014-12-04
Kepler-256 b,Kepler-256,1,4,Transit,2014,Kepler,1.62046765,0.00000592,-0.00000592,0,2018-08-16
Kepler-256 b,Kepler-256,1,4,Transit,2014,Kepler,1.62046784,0.00000539,-0.00000539,0,2015-09-24
Kepler-256 b,Kepler-256,1,4,Transit,2014,Kepler,1.62046784,0.00000539,-0.00000539,0,2016-05
Kepler-256 c,Kepler-256,1,4,Transit,2014,Kepler,3.38802000,0.00001600,-0.00001600,0,2014-03
Kepler-256 c,Kepler-256,1,4,Transit,2014,Kepler,,,,,2018-10
Kepler-256 c,Kepler-256,1,4,Transit,2014,Kepler,3.38801185,0.00000901,-0.00000901,0,2014-12-04
Kepler-256 c,Kepler-256,1,4,Transit,2014,Kepler,3.38801185,0.00000901,-0.00000901,0,2015-09-24
Kepler-256 c,Kepler-256,1,4,Transit,2014,Kepler,3.38801224,0.00000949,-0.00000949,0,2018-08-16
Kepler-256 c,Kepler-256,1,4,Transit,2014,Kepler,3.38800800,0.00003400,-0.00003400,0,2014-01-08
Kepler-256 c,Kepler-256,1,4,Transit,2014,Kepler,3.38798651,0.00000819,-0.00000819,0,2019-03
Kepler-256 c,Kepler-256,1,4,Transit,2014,Kepler,3.38801185,0.00000901,-0.00000901,0,2014-12-18
Kepler-256 c,Kepler-256,1,4,Transit,2014,Kepler,3.38801185,0.00000901,-0.00000901,0,2016-05
Kepler-256 c,Kepler-256,1,4,Transit,2014,Kepler,3.38801224,0.00000949,-0.00000949,0,2017-08-31 00:00
Kepler-256 d,Kepler-256,1,4,Transit,2014,Kepler,5.83914257,0.00003423,-0.00003423,0,2019-03
Kepler-256 d,Kepler-256,1,4,Transit,2014,Kepler,5.83908991,0.00001914,-0.00001914,0,2014-12-04
Kepler-256 d,Kepler-256,1,4,Transit,2014,Kepler,5.83906100,0.00007700,-0.00007700,0,2014-01-08
Kepler-256 d,Kepler-256,1,4,Transit,2014,Kepler,,,,,2018-10
Kepler-256 d,Kepler-256,1,4,Transit,2014,Kepler,5.83908991,0.00001914,-0.00001914,0,2016-05
Kepler-256 d,Kepler-256,1,4,Transit,2014,Kepler,5.83917200,0.00003100,-0.00003100,0,2014-03
Kepler-256 d,Kepler-256,1,4,Transit,2014,Kepler,5.83909761,0.00002022,-0.00002022,0,2018-08-16
Kepler-256 d,Kepler-256,1,4,Transit,2014,Kepler,5.83908991,0.00001914,-0.00001914,0,2014-12-18
Kepler-256 d,Kepler-256,1,4,Transit,2014,Kepler,5.83908991,0.00001914,-0.00001914,0,2015-09-24
Kepler-256 d,Kepler-256,1,4,Transit,2014,Kepler,5.83909761,0.00002022,-0.00002022,0,2017-08-31 00:00
Kepler-256 e,Kepler-256,1,4,Transit,2014,Kepler,10.68169510,0.00005174,-0.00005174,0,2017-08-31 00:00
Kepler-256 e,Kepler-256,1,4,Transit,2014,Kepler,10.68167916,0.00004660,-0.00004660,0,2014-12-18
Kepler-256 e,Kepler-256,1,4,Transit,2014,Kepler,10.68164811,0.00000875,-0.00000875,0,2016-07
Kepler-256 e,Kepler-256,1,4,Transit,2014,Kepler,10.68169510,0.00005174,-0.00005174,0,2018-08-16
Kepler-256 e,Kepler-256,1,4,Transit,2014,Kepler,10.68157200,0.00006600,-0.00006600,0,2014-03
Kepler-256 e,Kepler-256,1,4,Transit,2014,Kepler,10.68167916,0.00004660,-0.00004660,0,2014-12-04
Kepler-256 e,Kepler-256,1,4,Transit,2014,Kepler,,,,,2018-10
Kepler-256 e,Kepler-256,1,4,Transit,2014,Kepler,10.68167916,0.00004660,-0.00004660,0,2015-09-24
Kepler-256 e,Kepler-256,1,4,Transit,2014,Kepler,10.68171880,0.00003208,-0.00003208,0,2019-03
Kepler-256 e,Kepler-256,1,4,Transit,2014,Kepler,10.68167916,0.00004660,-0.00004660,0,2016-05
Kepler-256 e,Kepler-256,1,4,Transit,2014,Kepler,10.68176000,0.00018000,-0.00018000,0,2014-01-08
Kepler-257 b,Kepler-257,1,3,Transit,2014,Kepler,2.38266600,0.00001300,-0.00001300,0,2014-01-08
Kepler-257 b,Kepler-257,1,3,Transit,2014,Kepler,2.38266700,0.00000600,-0.00000600,0,2014-03
Kepler-257 b,Kepler-257,1,3,Transit,2014,Kepler,2.38265217,0.00000328,-0.00000328,0,2014-12-04
Kepler-257 b,Kepler-257,1,3,Transit,2014,Kepler,2.38265287,0.00000359,-0.00000359,0,2017-08-31 00:00
Kepler-257 b,Kepler-257,1,3,Transit,2014,Kepler,2.38265287,0.00000359,-0.00000359,0,2018-08-16
Kepler-257 b,Kepler-257,1,3,Transit,2014,Kepler,2.38265217,0.00000328,-0.00000328,0,2015-09-24
Kepler-257 b,Kepler-257,1,3,Transit,2014,Kepler,2.38265264,0.00000178,-0.00000178,0,2016-07
Kepler-257 b,Kepler-257,1,3,Transit,2014,Kepler,2.38265217,0.00000328,-0.00000328,0,2014-12-18
Kepler-257 b,Kepler-257,1,3,Transit,2014,Kepler,2.38265217,0.00000328,-0.00000328,0,2016-05
Kepler-257 b,Kepler-257,1,3,Transit,2014,Kepler,2.38264321,0.00000338,-0.00000338,0,2019-03
Kepler-257 c,Kepler-257,1,3,Transit,2014,Kepler,6.58147884,0.00000501,-0.00000501,0,2014-12-18
Kepler-257 c,Kepler-257,1,3,Transit,2014,Kepler,6.58147714,0.00000549,-0.00000549,0,2017-08-31 00:00
Kepler-257 c,Kepler-257,1,3,Transit,2014,Kepler,6.58147714,0.00000549,-0.00000549,0,2018-08-16
Kepler-257 c,Kepler-257,1,3,Transit,2014,Kepler,6.58147855,0.00000477,-0.00000477,0,2019-03
Kepler-257 c,Kepler-257,1,3,Transit,2014,Kepler,6.58150100,0.00001700,-0.00001700,0,2014-01-08
Kepler-257 c,Kepler-257,1,3,Transit,2014,Kepler,6.58148400,0.00000800,-0.00000800,0,2014-03
Kepler-257 c,Kepler-257,1,3,Transit,2014,Kepler,6.58147884,0.00000501,-0.00000501,0,2014-12-04
Kepler-257 c,Kepler-257,1,3,Transit,2014,Kepler,6.58148439,0.00000086,-0.00000086,0,2016-07
Kepler-257 c,Kepler-257,1,3,Transit,2014,Kepler,6.58147884,0.00000501,-0.00000501,0,2015-09-24
Kepler-257 c,Kepler-257,1,3,Transit,2014,Kepler,6.58147884,0.00000501,-0.00000501,0,2016-05
Kepler-257 d,Kepler-257,1,3,Transit,2014,Kepler,24.66454505,0.00000132,-0.00000132,0,2016-07
Kepler-257 d,Kepler-257,1,3,Transit,2014,Kepler,24.66454000,0.00011000,-0.00011000,0,2014-01-08
Kepler-257 d,Kepler-257,1,3,Transit,2014,Kepler,24.66459711,0.00003967,-0.00003967,0,2016-05
Kepler-257 d,Kepler-257,1,3,Transit,2014,Kepler,24.66455100,0.00005100,-0.00005100,0,2014-03
Kepler-257 d,Kepler-257,1,3,Transit,2014,Kepler,24.66459711,0.00003967,-0.00003967,0,2014-12-18
Kepler-257 d,Kepler-257,1,3,Transit,2014,Kepler,24.66439398,0.00003074,-0.00003074,0,2019-03
Kepler-257 d,Kepler-257,1,3,Transit,2014,Kepler,24.66459711,0.00003967,-0.00003967,0,2015-09-24
Kepler-257 d,Kepler-257,1,3,Transit,2014,Kepler,24.66459711,0.00003967,-0.00003967,0,2014-12-04
Kepler-257 d,Kepler-257,1,3,Transit,2014,Kepler,24.66461416,0.00004062,-0.00004062,0,2018-08-16
Kepler-257 d,Kepler-257,1,3,Transit,2014,Kepler,24.66461416,0.00004062,-0.00004062,0,2017-08-31 00:00
Kepler-258 b,Kepler-258,1,2,Transit,2014,Kepler,13.19721496,0.00001170,-0.00001170,0,2015-09-24
Kepler-258 b,Kepler-258,1,2,Transit,2014,Kepler,13.19720694,0.00001212,-0.00001212,0,2017-08-31 00:00
Kepler-258 b,Kepler-258,1,2,Transit,2014,Kepler,13.19721496,0.00001170,-0.00001170,0,2014-12-04
Kepler-258 b,Kepler-258,1,2,Transit,2014,Kepler,13.19720694,0.00001212,-0.00001212,0,2018-08-16
Kepler-258 b,Kepler-258,1,2,Transit,2014,Kepler,13.19721444,0.00000082,-0.00000082,0,2016-07
Kepler-258 b,Kepler-258,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-258 b,Kepler-258,1,2,Transit,2014,Kepler,13.19724400,0.00003800,-0.00003800,0,2014-01-08
Kepler-258 b,Kepler-258,1,2,Transit,2014,Kepler,13.19721496,0.00001170,-0.00001170,0,2016-05
Kepler-258 b,Kepler-258,1,2,Transit,2014,Kepler,13.19728746,0.00000566,-0.00000566,0,2019-03
Kepler-258 b,Kepler-258,1,2,Transit,2014,Kepler,13.19722000,0.00001900,-0.00001900,0,2014-03
Kepler-258 b,Kepler-258,1,2,Transit,2014,Kepler,13.19721496,0.00001170,-0.00001170,0,2014-12-18
Kepler-258 c,Kepler-258,1,2,Transit,2014,Kepler,33.65304000,0.00031000,-0.00031000,0,2014-01-08
Kepler-258 c,Kepler-258,1,2,Transit,2014,Kepler,33.65297010,0.00010560,-0.00010560,0,2016-05
Kepler-258 c,Kepler-258,1,2,Transit,2014,Kepler,33.65292978,0.00000326,-0.00000326,0,2016-07
Kepler-258 c,Kepler-258,1,2,Transit,2014,Kepler,33.65297010,0.00010560,-0.00010560,0,2015-09-24
Kepler-258 c,Kepler-258,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-258 c,Kepler-258,1,2,Transit,2014,Kepler,33.65284740,0.00010540,-0.00010540,0,2017-08-31 00:00
Kepler-258 c,Kepler-258,1,2,Transit,2014,Kepler,33.65297010,0.00010560,-0.00010560,0,2014-12-04
Kepler-258 c,Kepler-258,1,2,Transit,2014,Kepler,33.65284740,0.00010540,-0.00010540,0,2018-08-16
Kepler-258 c,Kepler-258,1,2,Transit,2014,Kepler,33.65307900,0.00018900,-0.00018900,0,2014-03
Kepler-258 c,Kepler-258,1,2,Transit,2014,Kepler,33.65294047,0.00008414,-0.00008414,0,2019-03
Kepler-258 c,Kepler-258,1,2,Transit,2014,Kepler,33.65297010,0.00010560,-0.00010560,0,2014-12-18
Kepler-259 b,Kepler-259,1,2,Transit,2014,Kepler,8.11526632,0.00000169,-0.00000169,0,2016-07
Kepler-259 b,Kepler-259,1,2,Transit,2014,Kepler,8.11531300,0.00004500,-0.00004500,0,2014-01-08
Kepler-259 b,Kepler-259,1,2,Transit,2014,Kepler,8.11529219,0.00001398,-0.00001398,0,2014-12-04
Kepler-259 b,Kepler-259,1,2,Transit,2014,Kepler,8.11531814,0.00001250,-0.00001250,0,2019-03
Kepler-259 b,Kepler-259,1,2,Transit,2014,Kepler,8.11529219,0.00001398,-0.00001398,0,2015-09-24
Kepler-259 b,Kepler-259,1,2,Transit,2014,Kepler,8.11528727,0.00001340,-0.00001340,0,2018-08-16
Kepler-259 b,Kepler-259,1,2,Transit,2014,Kepler,8.11529219,0.00001398,-0.00001398,0,2014-12-18
Kepler-259 b,Kepler-259,1,2,Transit,2014,Kepler,8.11528727,0.00001340,-0.00001340,0,2017-08-31 00:00
Kepler-259 b,Kepler-259,1,2,Transit,2014,Kepler,8.11529219,0.00001398,-0.00001398,0,2016-05
Kepler-259 b,Kepler-259,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-259 b,Kepler-259,1,2,Transit,2014,Kepler,8.11531700,0.00002200,-0.00002200,0,2014-03
Kepler-259 c,Kepler-259,1,2,Transit,2014,Kepler,36.92495310,0.00011270,-0.00011270,0,2014-12-18
Kepler-259 c,Kepler-259,1,2,Transit,2014,Kepler,36.92504090,0.00011650,-0.00011650,0,2018-08-16
Kepler-259 c,Kepler-259,1,2,Transit,2014,Kepler,36.92504090,0.00011650,-0.00011650,0,2017-08-31 00:00
Kepler-259 c,Kepler-259,1,2,Transit,2014,Kepler,36.92495310,0.00011270,-0.00011270,0,2015-09-24
Kepler-259 c,Kepler-259,1,2,Transit,2014,Kepler,,,,,2018-10
Kepler-259 c,Kepler-259,1,2,Transit,2014,Kepler,36.92514966,0.00011360,-0.00011360,0,2019-03
